Date,INTC,MSFT,IBM,BHP,TM,AAPL,AMZN,BA,QCOM,KO,GOOG,SNE,PTR
2013-03-05,21.51,28.35,206.529999,74.209999,103.300003,431.139988,275.589996,78.660004,67.970001,38.68,838.6014240000002,15.51,135.880005
2013-03-06,21.75,28.09,208.380005,73.809998,104.449997,425.659996,273.790009,79.08000200000002,66.66999799999999,39.02,831.381396,15.84,137.630005
2013-03-07,21.889999,28.139999,209.419998,73.839996,103.260002,430.580002,273.880005,81.050003,66.790001,39.119999,832.601408,15.56,137.759995
2013-03-08,21.58,28.0,210.380005,73.58000200000002,103.690002,431.720001,274.190002,81.230003,66.650002,39.220001,831.521445,15.59,139.21000700000002
2013-03-11,21.690001,27.870001,210.080002,74.07,104.190002,437.869995,271.23999,82.940002,66.699997,39.310001,834.821433,15.96,139.949997
2013-03-12,21.639999,27.91,210.550003,73.790001,102.760002,428.429993,274.130005,84.160004,67.040001,38.959999,827.611391,15.55,138.410004
2013-03-13,21.66,27.92,212.059998,73.209999,102.949997,428.349991,275.100006,84.75,66.75,38.59,825.311416,15.73,137.470001
2013-03-14,21.65,28.139999,215.800003,72.459999,103.540001,432.499992,265.73999,84.620003,66.57,39.02,821.541411,16.030001000000002,138.149994
2013-03-15,21.379999,28.040001,214.919998,72.959999,103.93,443.660007,261.820007,86.43,64.970001,38.830002,814.301411,17.26,135.669998
2013-03-18,21.26,28.1,213.210007,72.029999,102.870003,455.720016,257.890015,85.18,64.559998,38.759998,807.791372,16.809998999999998,134.649994
2013-03-19,21.139999,28.18,213.440002,70.059998,103.150002,454.489975,256.410004,85.510002,64.720001,39.330002,811.3214059999998,17.17,133.360001
2013-03-20,21.18,28.32,215.059998,70.010002,104.279999,452.079987,257.27999900000003,85.370003,65.739998,39.869999,814.71139,17.709999,134.800003
2013-03-21,21.040001,28.110001,212.25999500000003,69.690002,103.529999,452.729988,253.389999,84.33000200000002,65.349998,40.07,811.261367,17.309998999999998,132.110001
2013-03-22,21.33,28.25,212.080002,69.639999,103.989998,461.91001100000005,257.75,84.82,65.91999799999999,40.040001,810.311407,17.68,131.910004
2013-03-25,21.15,28.16,210.740005,69.010002,103.309998,463.580009,256.019989,84.849998,65.66999799999999,40.119999,809.641362,17.77,130.399994
2013-03-26,21.77,28.16,212.360001,69.459999,103.599998,461.140007,260.309998,86.620003,66.620003,40.689999,812.421402,17.49,132.130005
2013-03-27,21.83,28.370001,210.889999,69.58000200000001,103.099998,452.079987,265.299988,86.199997,66.68,40.220001,802.661367,17.639999,131.940002
2013-03-28,21.84,28.610001,213.300003,68.43,102.639999,442.66001100000005,266.48999,85.849998,66.940002,40.439999,794.191369,17.4,131.820007
2013-04-01,21.43,28.610001,212.380005,67.949997,101.220001,428.910004,261.609985,85.25,66.0,40.450001,801.191398,16.6,130.470001
2013-04-02,21.459999,28.799999,214.360001,68.269997,99.949997,429.789997,263.320007,84.089996,66.25,40.720001,813.0413940000002,17.0,131.869995
2013-04-03,21.049999,28.559999,212.660004,66.57,100.879997,431.989994,259.02999900000003,84.360001,65.970001,40.169998,806.2013870000002,16.43,129.440002
2013-04-04,21.139999,28.6,211.309998,67.040001,105.629997,427.71999000000005,259.079987,84.949997,65.809998,40.540001,795.071366,17.0,130.110001
2013-04-05,20.940001,28.700001,209.410004,67.260002,106.5,423.199993,255.479996,86.16999799999998,65.160004,40.080002,783.051362,16.690001000000002,127.650002
2013-04-08,21.09,28.59,209.320007,68.050003,108.709999,426.209995,258.950012,86.75,65.860001,40.860001,774.851354,17.02,127.790001
2013-04-09,21.75,29.610001,209.220001,71.089996,107.519997,426.98,261.140015,87.209999,65.959999,40.709999,777.651304,16.790001,129.279999
2013-04-10,22.26,30.280001,212.0,70.610001,108.779999,435.689999,264.769989,87.82,67.290001,41.07,790.181331,16.93,129.779999
2013-04-11,21.83,28.940001,212.919998,70.139999,113.279999,434.32999400000006,269.850006,88.529999,67.029999,41.18,790.391345,16.9,128.240005
2013-04-12,21.68,28.790001,211.380005,69.07,113.099998,429.800011,272.869995,88.889999,66.68,41.080002,790.051329,16.67,126.849998
2013-04-15,21.379999,28.690001,209.259995,64.769997,111.089996,419.85001,267.720001,86.769997,65.489998,40.09,781.931333,16.48,122.0
2013-04-16,21.92,28.969999,212.0,66.629997,112.510002,426.240009,272.339996,86.889999,65.809998,42.369999,793.37135,16.559998999999998,123.760002
2013-04-17,21.93,28.83,209.669998,64.120003,111.660004,402.800007,267.399994,86.690002,64.230003,42.549999,782.561372,16.41,119.889999
2013-04-18,22.24,28.790001,207.149994,64.050003,110.550003,392.049988,259.420013,86.120003,63.639999,42.099998,765.911339,16.18,120.360001
2013-04-19,22.440001,29.77,190.0,64.190002,112.260002,390.530006,260.320007,87.959999,63.93,42.66,799.871342,16.65,123.300003
2013-04-22,22.879999,30.83,187.830002,64.43,112.230003,398.670006,263.549988,86.940002,64.58000200000001,42.720001,800.1113740000002,16.52,123.349998
2013-04-23,23.379999,30.6,191.610001,64.5,112.940002,406.12999,268.899994,88.18,65.349998,42.700001,807.9014030000002,16.67,123.199997
2013-04-24,23.66,31.76,191.710007,66.220001,113.690002,405.459988,268.77999900000003,90.830002,66.0,42.150002,813.451373,16.49,124.239998
2013-04-25,23.379999,31.940001,193.949997,66.559998,115.839996,408.380001,274.700012,91.669998,62.439999,42.349998,809.101381,17.200001,126.839996
2013-04-26,23.4,31.790001,194.309998,66.199997,115.480003,417.199989,254.809998,92.849998,61.52,42.099998,801.421383,16.48,126.150002
2013-04-29,23.76,32.610001000000004,199.149994,67.519997,116.540001,430.119991,249.740005,91.900002,61.610001,42.240002,819.061382,16.559998999999998,127.290001
2013-04-30,23.950001,33.099998,202.539993,67.220001,116.300003,442.779987,253.809998,91.410004,61.599998,42.330002,824.571408,16.43,127.860001
2013-05-01,23.99,32.720001,199.630005,65.849998,113.720001,439.290001,248.229996,91.18,61.919998,42.209999,820.431429,16.25,125.610001
2013-05-02,24.110001,33.16,202.389999,65.709999,114.379997,445.519997,252.550003,92.209999,62.889999,41.959999,829.611416,16.790001,125.589996
2013-05-03,23.959999,33.490002000000004,204.509995,67.589996,114.919998,449.980019,258.049988,93.739998,63.77,42.240002,845.721469,17.16,124.949997
2013-05-06,23.91,33.75,202.779999,68.110001,115.029999,460.709984,255.720001,94.190002,63.860001,42.080002,861.551483,17.129998999999998,126.190002
2013-05-07,24.15,33.310001,203.630005,68.68,116.080002,458.660004,257.730011,94.790001,63.970001,42.700001,857.231449,17.700001,129.020004
2013-05-08,24.25,32.990002000000004,204.820007,70.379997,119.699997,463.839989,258.679993,94.040001,64.120003,42.459999,873.631526,17.940001000000006,132.029999
2013-05-09,24.360001,32.66,203.240005,69.66999799999999,118.139999,456.7699740000001,260.160004,94.610001,64.110001,42.119999,871.4814640000002,18.08,131.110001
2013-05-10,24.5,32.689999,204.470001,69.260002,121.279999,452.969994,263.630005,94.239998,64.639999,42.150002,880.2315,17.92,130.869995
2013-05-13,24.08,33.029999,202.470001,68.349998,124.830002,454.740021,264.51001,94.760002,64.82,42.189999,877.531533,18.889999,128.800003
2013-05-14,23.84,33.529999,203.210007,68.269997,124.150002,443.860012,268.329987,96.110001,65.32,42.52,887.1015269999998,20.76,128.880005
2013-05-15,24.200001,33.849998,203.320007,67.099998,126.599998,428.850002,266.559998,97.019997,65.540001,42.919998,915.89158,20.450001,128.690002
2013-05-16,23.940001,34.080002,204.690002,67.0,125.120003,434.580013,264.119995,96.580002,65.639999,43.09,903.871576,20.1,125.93
2013-05-17,24.040001,34.869999,208.440002,67.660004,127.32,433.26001,269.899994,98.919998,66.610001,42.970001,909.181575,20.34,126.870003
2013-05-20,24.08,35.080002,207.600006,68.07,128.649994,442.930004,267.630005,98.720001,66.099998,42.380001,908.531564,20.969999,128.259995
2013-05-21,24.15,34.849998,208.649994,69.16999799999999,129.720001,439.659996,268.859985,98.75,65.760002,42.34,906.971536,22.91,127.190002
2013-05-22,24.07,34.610001000000004,206.990005,68.339996,127.839996,441.349995,262.959991,97.93,65.230003,42.25,889.421534,22.15,124.139999
2013-05-23,24.049999,34.150002,206.160004,67.529999,124.660004,442.1399990000001,261.799988,99.75,63.91,41.93,882.79154,21.629999,122.099998
2013-05-24,23.92,34.27,205.720001,66.730003,120.529999,445.150002,261.73999,100.0,64.260002,42.240002,873.321468,20.959999,119.209999
2013-05-28,24.08,35.02,207.779999,66.0,123.18,441.44001,267.290009,100.110001,64.07,42.549999,881.271518,20.67,120.300003
2013-05-29,24.27,34.880001,207.919998,66.160004,119.57,444.949997,265.52999900000003,99.089996,64.110001,41.400002,868.311479,20.1,119.0
2013-05-30,24.209999,35.029999,209.360001,67.32,120.459999,451.580002,266.829987,100.540001,64.18,40.77,870.7614890000001,20.84,119.160004
2013-05-31,24.280001,34.900002,208.020004,65.32,117.550003,449.730026,269.200012,99.019997,63.48,39.990002,871.221521,20.15,115.68
2013-06-03,25.24,35.59,208.949997,66.809998,116.209999,450.720009,266.880005,100.739998,63.23,40.810001,867.6315099999998,19.540001,117.07
2013-06-04,25.360001,34.990002000000004,206.190002,66.25,118.260002,449.30999,265.700012,99.610001,63.709999,41.419998,859.101473,19.82,117.370003
2013-06-05,24.700001,34.779999,202.740005,64.41999799999999,114.870003,445.110001,267.170013,98.489998,63.150002,40.650002,859.7014929999998,19.0,114.709999
2013-06-06,24.65,34.959999,203.800003,64.839996,114.480003,438.459995,267.829987,99.760002,62.970001,40.790001,864.6414570000002,18.959999,115.550003
2013-06-07,24.59,35.669998,206.350006,64.209999,117.059998,441.810005,276.869995,102.489998,62.099998,41.41,879.731524,19.559999,115.199997
2013-06-10,25.01,35.470001,205.020004,63.630001,121.150002,438.889992,281.070007,102.239998,62.029999,41.18,890.2215199999998,20.110001,113.0
2013-06-11,24.709999,34.84,203.979996,62.450001,119.919998,437.600002,274.77999900000003,101.75,61.66,40.790001,879.8115349999998,20.299999,111.150002
2013-06-12,24.459999,35.0,201.199997,61.990002,119.129997,432.189999,271.670013,100.879997,61.110001,40.389999,871.981501,20.280001,110.300003
2013-06-13,24.99,34.720001,203.770004,63.599998,121.300003,435.959991,275.790009,102.160004,61.959999,40.41,877.001476,21.030001,110.050003
2013-06-14,24.92,34.400002,202.199997,62.779999,117.379997,430.050003,273.98999,101.830002,61.380001,40.34,875.041517,19.879999,105.75
2013-06-17,25.1,35.0,203.039993,63.27,120.379997,432.000008,278.059998,103.029999,62.07,40.68,886.2515490000002,20.719999,109.449997
2013-06-18,25.469999,34.98,204.869995,62.599998,122.290001,431.769989,281.76001,104.080002,62.380001,40.93,900.6215189999998,21.4,110.699997
2013-06-19,25.0,34.59,201.940002,60.860001,120.779999,422.999989,278.160004,102.25,61.91,40.41,900.681558,20.49,106.5
2013-06-20,24.190001,33.490002000000004,197.350006,58.279999,117.059998,416.840008,273.440002,99.639999,60.919998,39.130001,884.741513,20.040001,103.059998
2013-06-21,24.200001,33.27,195.460007,58.919998,119.550003,413.500011,273.359985,99.980003,60.669998,39.759998,880.9315029999998,20.379999,103.489998
2013-06-24,23.58,33.720001,193.539993,57.380001,116.529999,402.540001,270.609985,97.849998,59.880001,39.529999,869.791496,19.940001,101.470001
2013-06-25,23.879999,33.669998,194.979996,58.099998,117.290001,402.62999,272.089996,98.669998,61.810001,39.720001,866.2014839999998,20.4,102.449997
2013-06-26,24.01,34.349998,194.860001,57.959999,118.059998,398.069992,277.570007,100.75,61.27,40.330002,873.6514980000002,20.84,103.089996
2013-06-27,24.049999,34.619999,195.649994,58.439999,121.739998,393.779987,277.549988,103.150002,61.080002,40.259998,877.071501,21.200001,103.580002
2013-06-28,24.23,34.540001000000004,191.110001,57.66,120.660004,396.53001,277.690002,102.440002,61.09,40.110001,880.3714880000001,21.190001,110.669998
2013-07-01,23.889999,34.360001000000004,191.279999,57.860001,123.019997,409.219994,282.100006,103.239998,60.959999,40.459999,887.8815400000002,21.469999,110.010002
2013-07-02,23.719999,33.939999,191.5,57.830002,124.470001,418.490005,283.730011,101.470001,60.919998,40.369999,882.3115369999998,21.809999,112.720001
2013-07-03,23.76,34.009998,193.25,56.580002,124.519997,420.799992,284.0299990000001,102.889999,60.91,40.490002,886.4315429999998,21.65,113.5
2013-07-05,24.059999,34.209999,194.929993,56.32,125.269997,417.419994,285.880005,104.199997,60.950001,40.52,893.4915490000002,21.76,113.830002
2013-07-08,23.190001,34.330002,194.979996,56.41,124.900002,415.050007,290.589996,104.370003,59.990002,40.540001,905.091527,21.610001,114.010002
2013-07-09,23.139999,34.349998,191.300003,58.689999,126.199997,422.349987,291.5299990000001,104.68,59.389999,40.830002,905.241563,21.780001,115.669998
2013-07-10,23.25,34.700001,192.25,58.259998,126.769997,420.730003,292.329987,105.5,60.439999,40.68,905.991557,21.77,116.279999
2013-07-11,23.99,35.689999,192.800003,61.790001,129.28999299999998,427.289993,299.660004,106.879997,61.299999,41.029999,920.241572,22.200001,120.57
2013-07-12,23.9,35.669998,192.070007,60.68,129.690002,426.51000199999993,307.549988,101.870003,62.02,41.029999,923.001578,22.190001,118.639999
2013-07-15,23.940001,36.169998,194.0,60.880001,129.639999,427.44001,306.570007,105.660004,61.279999,41.009998,924.691608,22.24,117.699997
2013-07-16,24.25,36.27,193.850006,62.599998,128.910004,430.199993,306.869995,104.230003,61.849998,40.23,919.611594,21.959999,117.739998
2013-07-17,24.15,35.74000200000001,194.550003,63.450001,130.839996,430.310009,308.690002,104.790001,62.650002,40.84,918.551603,22.1,118.559998
2013-07-18,23.24,35.439999,197.990005,63.16,130.800003,431.76000199999993,304.109985,107.629997,61.119999,40.810001,910.681564,22.139999,119.480003
2013-07-19,23.040001,31.4,193.539993,62.599998,130.360001,424.949993,305.230011,106.959999,61.459999,41.09,896.6015570000002,22.110001,118.650002
2013-07-22,22.77,32.009998,194.089996,64.0,130.300003,426.30999800000006,303.480011,106.860001,62.209999,40.84,910.701536,22.59,120.07
2013-07-23,22.75,31.82,194.979996,64.849998,129.479996,418.98999,301.059998,107.790001,62.299999,40.959999,903.801551,23.01,121.290001
2013-07-24,22.93,31.959999,196.610001,63.299999,128.429993,440.51000199999993,298.940002,106.949997,61.389999,40.860001,902.901521,22.809999,118.160004
2013-07-25,23.059999,31.389999,197.220001,63.799999,127.550003,438.499996,303.399994,106.699997,63.419998,40.84,887.7015470000001,22.110001,118.790001
2013-07-26,23.26,31.620001,197.350006,64.290001,124.489998,440.990013,312.01001,105.599998,64.610001,40.639999,885.3515189999998,21.58,118.919998
2013-07-29,23.24,31.540001,196.210007,64.050003,120.25,447.790009,306.100006,104.809998,64.239998,40.279999,882.2715310000002,21.24,117.220001
2013-07-30,23.379999,31.85,196.009995,62.990002,122.589996,453.320015,302.410004,105.730003,64.510002,40.32,890.9215230000002,21.629999,116.980003
2013-07-31,23.34,31.84,195.039993,62.73,121.900002,452.529984,301.220001,105.099998,64.559998,40.080002,887.7515380000001,21.040001,116.580002
2013-08-01,23.200001,31.67,195.809998,63.610001,126.239998,456.679985,305.570007,106.699997,65.269997,40.57,904.221578,21.959999,119.110001
2013-08-02,23.219999,31.889999,195.160004,63.48,134.330002,462.53998600000006,304.209991,107.900002,66.75,40.220001,906.571544,21.620001,117.870003
2013-08-05,22.92,31.700001,195.5,63.540001,129.509995,469.449997,300.98999,107.5,66.25,40.290001,905.00153,21.76,116.809998
2013-08-06,22.799999,31.58,190.990005,63.279999,129.699997,465.250008,300.75,107.040001,65.589996,40.369999,896.5715369999998,20.719999,115.199997
2013-08-07,22.700001,32.060001,188.559998,63.049999,127.559998,464.979988,296.910004,106.419998,65.209999,40.150002,890.651532,20.129999,113.32
2013-08-08,22.450001,32.889999,187.929993,65.959999,128.029999,461.010017,295.73999,105.839996,66.349998,40.200001,892.6615439999998,20.200001,114.900002
2013-08-09,22.51,32.700001,187.820007,67.68,127.57,454.449974,297.26001,105.330002,66.269997,40.16,890.4115,20.15,115.269997
2013-08-12,22.639999,32.869999,189.089996,67.620003,128.320007,467.360016,296.690002,104.239998,66.459999,39.830002,885.511541,20.0,117.779999
2013-08-13,22.52,32.23,188.419998,67.459999,130.199997,489.569977,293.970001,106.230003,67.25,39.650002,881.251485,20.129999,119.790001
2013-08-14,22.57,32.349998,187.529999,67.849998,129.270004,498.500008,291.339996,104.160004,66.959999,39.529999,869.811468,20.08,119.540001
2013-08-15,22.030001,31.790001,185.789993,68.040001,127.449997,497.909981,286.470001,102.730003,66.949997,39.09,859.661487,19.860001,118.25
2013-08-16,21.91,31.799999,185.339996,67.540001,128.880005,502.330002,284.820007,103.470001,66.900002,39.049999,856.911467,19.98,116.43
2013-08-19,22.280001,31.389999,184.229996,66.970001,128.199997,507.740005,285.570007,104.720001,66.33000200000001,38.779999,865.651456,19.92,114.440002
2013-08-20,22.52,31.620001,184.559998,65.599998,126.769997,501.07,287.089996,104.629997,66.709999,38.650002,865.4214710000001,19.950001,111.949997
2013-08-21,22.17,31.610001,184.860001,63.459999,122.860001,502.360016,284.570007,103.910004,66.57,38.279999,869.3314640000001,19.66,110.57
2013-08-22,22.26,32.389999,185.190002,64.620003,124.769997,502.959976,289.730011,105.139999,67.129997,38.310001,873.711475,19.709999,109.980003
2013-08-23,22.440001,34.75,185.419998,64.550003,127.010002,501.020012,290.01001,105.480003,67.150002,38.52,870.2115220000002,20.209999,109.360001
2013-08-26,22.27,34.150002,184.740005,64.08000200000001,125.190002,502.970016,286.209991,105.529999,66.949997,38.119999,866.391464,20.1,111.739998
2013-08-27,22.190001,33.259998,182.740005,62.82,124.040001,488.589981,280.929993,103.209999,66.019997,38.150002,850.1514710000001,20.379999,111.739998
2013-08-28,22.290001,33.02,182.160004,62.98,123.910004,490.89999400000005,281.579987,103.269997,66.559998,38.349998,848.5514380000002,20.16,107.82
2013-08-29,22.059999,33.549999,182.639999,62.860001,123.889999,491.700012,283.980011,104.93,66.709999,38.099998,855.4314509999998,20.18,107.449997
2013-08-30,21.98,33.400002,182.270004,63.279999,120.790001,487.220016,280.980011,103.919998,66.279999,38.18,846.901475,19.959999,108.800003
2013-09-03,22.07,31.879999,183.960007,65.550003,124.300003,488.57999400000006,288.799988,105.010002,66.75,37.900002,860.3814619999998,20.41,111.080002
2013-09-04,22.639999,31.200001,183.130005,65.0,125.839996,498.690025,293.640015,106.370003,67.279999,38.540001,871.6315,20.809999,109.410004
2013-09-05,22.6,31.23,184.149994,64.58000200000001,125.639999,495.2699740000001,294.100006,106.650002,67.83000200000001,38.240002,879.561517,21.09,111.300003
2013-09-06,22.67,31.15,183.029999,64.93,125.550003,498.220001,295.859985,106.07,68.019997,38.349998,879.581489,21.02,112.68
2013-09-09,22.91,31.66,184.979996,66.33000200000001,126.800003,506.169983,299.709991,107.190002,69.300003,38.52,888.051548,21.610001,114.0
2013-09-10,22.98,32.389999,186.600006,67.239998,127.379997,494.6399990000001,300.359985,108.169998,70.089996,38.630001,888.67154,21.719999,114.510002
2013-09-11,22.809999,32.740002000000004,190.699997,67.709999,127.559998,467.709984,299.640015,109.230003,68.089996,38.779999,896.191517,21.42,110.650002
2013-09-12,22.629999,32.689999,190.729996,66.989998,125.910004,472.690018,298.859985,109.800003,68.809998,38.439999,893.0615369999998,21.16,111.0
2013-09-13,23.440001,33.029999,192.169998,66.58000200000001,126.800003,464.899986,297.920013,111.330002,68.58000200000001,38.689999,889.071533,21.18,112.400002
2013-09-16,23.389999,32.799999,193.149994,67.209999,127.75,450.119995,296.059998,115.669998,68.089996,38.860001,887.761524,21.459999,112.709999
2013-09-17,23.74,32.93,192.160004,67.459999,126.779999,455.320007,304.170013,117.110001,69.41999799999999,38.790001,886.1115,21.66,112.699997
2013-09-18,23.9,33.32,194.419998,70.019997,130.929993,464.680008,312.0299990000001,118.400002,69.639999,39.59,903.321548,21.879999,115.230003
2013-09-19,23.91,33.639999,193.389999,68.370003,130.199997,472.299995,312.059998,119.040001,69.459999,39.310001,898.391569,21.629999,113.910004
2013-09-20,23.77,32.790001000000004,190.020004,67.370003,129.449997,467.410004,316.339996,116.629997,69.059998,39.400002,903.111535,21.360001,112.089996
2013-09-23,23.620001,32.740002000000004,190.990005,67.480003,129.779999,490.64001500000006,311.48999,117.510002,68.980003,38.630001,886.5015070000002,21.290001,113.199997
2013-09-24,23.700001,32.450001,189.970001,66.910004,130.559998,489.100006,314.130005,119.0,68.510002,38.529999,886.841522,21.370001,111.639999
2013-09-25,23.700001,32.509998,189.470001,67.58000200000001,129.850006,481.530006,312.649994,118.510002,68.75,38.330002,877.231523,21.110001,111.110001
2013-09-26,23.41,32.77,190.220001,67.790001,131.979996,486.219994,318.119995,119.379997,68.870003,38.740002,878.171497,21.299999,111.870003
2013-09-27,22.98,33.27,186.919998,67.150002,130.259995,482.750008,316.01001,118.739998,67.379997,38.400002,876.391532,21.290001,112.18
2013-09-30,22.92,33.279999,185.179993,66.5,128.029999,476.749977,312.640015,117.5,67.32,37.880001,875.911528,21.52,109.949997
2013-10-01,22.83,33.580002,186.380005,66.400002,127.32,487.960007,320.950012,117.75,67.489998,37.950001,887.001544,21.4,111.470001
2013-10-02,22.889999,33.919998,184.960007,66.839996,127.660004,489.55999,320.51001,117.839996,67.68,37.43,887.991509,21.200001,111.040001
2013-10-03,22.6,33.860001000000004,183.860001,66.089996,127.75,483.409996,314.76001,115.239998,67.110001,37.16,876.091522,20.91,110.690002
2013-10-04,22.809999,33.880001,184.100006,66.510002,128.009995,483.030014,319.040009,117.199997,68.019997,37.200001,872.351475,20.870001,111.720001
2013-10-07,22.83,33.299999,182.009995,65.720001,125.339996,487.750015,310.0299990000001,116.690002,67.190002,37.049999,865.741514,20.27,111.010002
2013-10-08,22.48,33.009998,178.720001,65.0,123.68,480.93998,303.230011,115.440002,66.349998,37.279999,853.671458,19.610001,111.800003
